obs_no,study,pub_reference,pub_year,loc_citystate,lat,long,exp_type,reps,aridity_index,om_pct,soil_type,pH,cc_spec,cc_type,cropsys_tillage,msmt_season,msmt_planting,weed_group,cc_p_mnth,cc_p_mnth2,cc_p_dom,cc_p_den_kgha,cc_p_meth,cc_term_mnth,cc_term_mnth2,cc_term_dom,cc_term_meth,cc_term_meth2,crop_follow,crop_p_mnth,crop_p_mnth2,crop_p_dom,cc_bm_kgha,cc_bm_se,cc_wden,cc_wden_se,ctl_wden,ctl_wden_se,cc_wbio,cc_wbio_se,ctl_wbio,ctl_wbio_se,cc_yield_kgha,cc_yield_se,ctl_yield_kgha,ctl_yield_se,cc_pest,cc_pDOM,ccpl_lubdate,ccpl_doy,cc_termest,ccterm_lubdate,ccterm_doy,crop_pest,croppl_lubdate,croppl_doy,cc_growdays,termgap_days,yieldLRR,wgt,cc_type2,cc_bm_Mgha,resp,LRR
56,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,santiago medic,legume,N,summer,after,summer annual,Aug,8,NA,13.4,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,2800,NA,5.8,NA,12.3,NA,4.7,NA,7.9,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,2.8,den,-0.7517413448259983
57,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,mogul medic,legume,N,summer,after,summer annual,Aug,8,NA,15.7,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,2400,NA,15.5,NA,12.3,NA,12.2,NA,7.9,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,2.4,den,0.23124076154682902
58,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,red clover,legume,N,summer,after,summer annual,Aug,8,NA,16.8,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,1600,NA,13,NA,12.3,NA,4.5,NA,7.9,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,1.6,den,0.0553500950831649
59,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,berseem clover,legume,N,summer,after,summer annual,Aug,8,NA,16.8,drilled,NA,NA,NA,herbicide,H,corn,May,5,15,1700,NA,9.8,NA,12.3,NA,NA,NA,7.9,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,1.7,den,-0.22721687670184557
60,4,"Fisk et al., 2001",2001,"East Landsing, MI",42.4056,-85.4008,RCBD,4,0.9202,NA,loam,6.7,santiago medic,legume,N,summer,after,perennial,Aug,8,NA,13.4,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,3100,NA,5.5,NA,10.3,NA,0.8,NA,1.1,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,3.1,den,-0.6273958029971649
61,4,"Fisk et al., 2001",2001,"East Landsing, MI",42.4056,-85.4008,RCBD,4,0.9202,NA,loam,6.7,mogul medic,legume,N,summer,after,perennial,Aug,8,NA,15.7,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,5300,NA,5.3,NA,10.3,NA,0.8,NA,0.4,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,5.3,den,-0.6644370746775139
62,4,"Fisk et al., 2001",2001,"East Landsing, MI",42.4056,-85.4008,RCBD,4,0.9202,NA,loam,6.7,red clover,legume,N,summer,after,perennial,Aug,8,NA,16.8,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,4100,NA,9.5,NA,10.3,NA,0.8,NA,1.9,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,4.1,den,-0.08085209662909502
63,4,"Fisk et al., 2001",2001,"East Landsing, MI",42.4056,-85.4008,RCBD,4,0.9202,NA,loam,6.7,berseem clover,legume,N,summer,after,perennial,Aug,8,NA,16.8,drilled,NA,NA,NA,herbicide,H,corn,May,5,15,1900,NA,13,NA,10.3,NA,0.8,NA,1.2,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,1.9,den,0.23280546222594656
64,4,"Fisk et al., 2001",2001,"East Landsing, MI",42.4056,-85.4008,RCBD,4,0.9202,NA,loam,6.7,santiago medic,legume,N,summer,after,perennial,Aug,8,NA,13.4,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,2200,NA,5.8,NA,11.5,NA,4.1,NA,0.7,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,2.2,den,-0.68448911781683075
65,4,"Fisk et al., 2001",2001,"East Landsing, MI",42.4056,-85.4008,RCBD,4,0.9202,NA,loam,6.7,mogul medic,legume,N,summer,after,perennial,Aug,8,NA,15.7,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,1800,NA,9.3,NA,11.5,NA,4.1,NA,2.1,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,1.8,den,-0.212332635209994
66,4,"Fisk et al., 2001",2001,"East Landsing, MI",42.4056,-85.4008,RCBD,4,0.9202,NA,loam,6.7,red clover,legume,N,summer,after,perennial,Aug,8,NA,16.8,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,1300,NA,7.8,NA,11.5,NA,4.1,NA,1.1,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,1.3,den,-0.38822330167365837
68,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,santiago medic,legume,N,summer,after,perennial,Aug,8,NA,13.4,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,2000,NA,22.5,NA,18.8,NA,2.6,NA,2.9,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,2,den,0.17965843937447082
69,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,mogul medic,legume,N,summer,after,perennial,Aug,8,NA,15.7,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,2300,NA,14,NA,18.8,NA,2.6,NA,2.7,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,2.3,den,-0.294799540220645
70,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,red clover,legume,N,summer,after,perennial,Aug,8,NA,16.8,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,2200,NA,17.3,NA,18.8,NA,2.6,NA,2.3,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,2.2,den,-0.08315036833217024
71,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,berseem clover,legume,N,summer,after,perennial,Aug,8,NA,16.8,drilled,NA,NA,NA,herbicide,H,corn,May,5,15,1400,NA,24.5,NA,18.8,NA,2.6,NA,3.7,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,1.4,den,0.2648162477147777
72,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,santiago medic,legume,N,summer,after,perennial,Aug,8,NA,13.4,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,2800,NA,10.5,NA,16.5,NA,0.8,NA,1.1,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,2.8,den,-0.45198512374305727
73,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,mogul medic,legume,N,summer,after,perennial,Aug,8,NA,15.7,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,2400,NA,19.8,NA,16.5,NA,0.8,NA,4,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,2.4,den,0.1823215567939546
74,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,red clover,legume,N,summer,after,perennial,Aug,8,NA,16.8,drilled,NA,NA,NA,winter kill,W,corn,May,5,15,1600,NA,32.5,NA,16.5,NA,0.8,NA,4.2,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,1.6,den,0.6778797084291569
75,4,"Fisk et al., 2001",2001,"Hickory Corners, MI",42.441427,-85.375561,RCBD,4,0.9297,NA,loam,6.7,berseem clover,legume,N,summer,after,perennial,Aug,8,NA,16.8,drilled,NA,NA,NA,herbicide,H,corn,May,5,15,1700,NA,11.8,NA,16.5,NA,0.8,NA,1,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,NA,NA,NA,2019-05-15,135,NA,NA,NA,2,non-grass,1.7,den,-0.3352608494349158
76,5,Forcella 2013,2013,"Stevens County, MN",45.68333333,-95.8,RCBDsplitplot,4,0.6512,NA,loam,7.3,rye,grass,Y,spring,before,summer annual,Sep,9,2,73,drilled,Jun,6,11,roller crimper,M,soybean,Jun,6,11,6000,1040,1,0.3,30,7.5,1,1,453,131.3,2080,110,2640,190,NA,2,2018-09-02,245,NA,2019-06-11,162,NA,2019-06-11,162,282,0,-0.23841102344499823,2,grass,6,den,-3.4011973816621555
77,5,Forcella 2013,2013,"Stevens County, MN",45.68333333,-95.8,RCBDsplitplot,4,0.6512,NA,loam,7.3,rye,grass,Y,spring,before,summer annual,Sep,9,20,73,drilled,Jun,6,14,roller crimper,M,soybean,Jun,6,14,6000,890,51,46.4,19,8.2,35,8.7,35,8.7,1960,120,1960,120,NA,20,2018-09-20,263,NA,2019-06-14,165,NA,2019-06-14,165,267,0,0,2,grass,6,den,0.9873866535578852
78,6,Delate et al. 2012,2012,Greenfield IA,41.30317,-94.45955,RCBD,4,0.8276,NA,silty clay loam,NA,winter wheat + Austrian winter pea,mix,Y,summer,after,summer annual,Oct,10,31,84,drilled,May,5,25,roller crimper,M,soybean,May,5,25,NA,NA,8.8,NA,5.6,NA,NA,NA,NA,NA,2862,NA,3170,NA,NA,31,2018-10-31,304,NA,2019-05-25,145,NA,2019-05-25,145,206,0,-0.1022109067549301,2,non-grass,NA,den,0.4519851237430574
79,6,Delate et al. 2012,2012,Greenfield IA,41.30317,-94.45955,RCBD,4,0.8276,NA,silty clay loam,NA,rye + vetch,mix,Y,summer,after,summer annual,Oct,10,31,108,drilled,May,5,25,roller crimper,M,soybean,May,5,25,NA,NA,5,NA,5.6,NA,NA,NA,NA,NA,2724,NA,3170,NA,NA,31,2018-10-31,304,NA,2019-05-25,145,NA,2019-05-25,145,206,0,-0.15163019960192337,2,non-grass,NA,den,-0.11332868530700312
80,6,Delate et al. 2012,2012,Greenfield IA,41.30317,-94.45955,RCBD,4,0.8276,NA,silty clay loam,NA,winter wheat + Austrian winter pea,mix,Y,summer,after,summer annual,Oct,10,31,84,drilled,May,5,25,roller crimper,M,corn,May,5,25,NA,NA,10.9,NA,3.5,NA,NA,NA,NA,NA,640,NA,7777,NA,NA,31,2018-10-31,304,NA,2019-05-25,145,NA,2019-05-25,145,206,0,-2.497457762341226,2,non-grass,NA,den,1.13599982073973
81,6,Delate et al. 2012,2012,Greenfield IA,41.30317,-94.45955,RCBD,4,0.8276,NA,silty clay loam,NA,rye + vetch,mix,N,summer,after,summer annual,Oct,10,31,108,drilled,May,5,25,roller crimper,M,corn,May,5,25,NA,NA,31.6,NA,3.5,NA,NA,NA,NA,NA,628,NA,7777,NA,NA,31,2018-10-31,304,NA,2019-05-25,145,NA,2019-05-25,145,206,0,-2.5163857722267444,2,non-grass,NA,den,2.2003941520974983
86,8,"Gieske et al., 2016",2016,"Lamberton, MN",45.25,-95.2647,splitplot,4,0.6486,NA,silt loam,NA,radish,brassica,Y,summer,after,summer annual,Aug,8,18,19,drilled,NA,NA,NA,none,none,corn,Jun,6,7,3831,188,121,NA,120,NA,NA,NA,NA,NA,4600,NA,4700,NA,NA,18,2018-08-18,230,NA,NA,NA,NA,2019-06-07,158,NA,NA,-0.02150620522096362,2,non-grass,3.831,den,0.008298802814695064
87,8,"Gieske et al., 2016",2016,"Lamberton, MN",45.25,-95.2647,splitplot,4,0.6486,NA,silt loam,NA,radish,brassica,Y,summer,after,summer annual,Aug,8,23,19,drilled,NA,NA,NA,none,none,corn,May,5,22,3019,141,7,NA,5,NA,NA,NA,NA,NA,11100,NA,11200,NA,NA,23,2018-08-23,235,NA,NA,NA,NA,2019-05-22,142,NA,NA,-0.008968669982760375,2,non-grass,3.019,den,0.3364722366212129
88,8,"Gieske et al., 2016",2016,"Rosemount, MN",44.72,-93.11223,splitplot,4,0.8367,NA,loam,NA,radish,brassica,Y,summer,after,summer annual,Aug,8,19,19,drilled,NA,NA,NA,none,none,corn,May,5,26,2612,151,14,NA,7,NA,NA,NA,NA,NA,9600,NA,8800,NA,NA,19,2018-08-19,231,NA,NA,NA,NA,2019-05-26,146,NA,NA,0.0870113769896297,2,non-grass,2.612,den,0.6931471805599453
89,8,"Gieske et al., 2016",2016,"Rosemount, MN",44.72,-93.11223,splitplot,4,0.8367,NA,loam,NA,radish,brassica,Y,summer,after,summer annual,Aug,8,19,19,drilled,NA,NA,NA,none,none,corn,May,5,16,2767,116,38,NA,34,NA,NA,NA,NA,NA,10500,NA,10700,NA,NA,19,2018-08-19,231,NA,NA,NA,NA,2019-05-16,136,NA,NA,-0.018868484304382805,2,non-grass,2.767,den,0.1112256351102244
90,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Apr,4,27,roller crimper,M,corn,Apr,4,27,8130,NA,8,NA,41,NA,17,NA,217,NA,40,NA,9770,NA,NA,28,2018-08-28,240,NA,2019-04-27,117,NA,2019-04-27,117,242,0,-5.498192290922892,2,non-grass,8.13,den,-1.6341305250244718
91,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Apr,4,27,mowing,M,corn,Apr,4,27,5430,NA,25,NA,41,NA,147,NA,217,NA,3000,NA,9770,NA,NA,28,2018-08-28,240,NA,2019-04-27,117,NA,2019-04-27,117,242,0,-1.1807041773865816,2,non-grass,5.43,den,-0.49469624183610705
92,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,May,5,24,herbicide,M,corn,May,5,24,3410,NA,50,NA,41,NA,150,NA,217,NA,8020,NA,9770,NA,NA,28,2018-08-28,240,NA,2019-05-24,144,NA,2019-05-24,144,269,0,-0.1973780441762683,2,non-grass,3.41,den,0.19845093872383823
93,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,May,5,24,roller crimper,M,corn,May,5,24,4830,NA,16,NA,34,NA,43,NA,103,NA,7630,NA,8560,NA,NA,28,2018-08-28,240,NA,2019-05-24,144,NA,2019-05-24,144,269,0,-0.11501234485728512,2,non-grass,4.83,den,-0.7537718023763802
94,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,May,5,24,mowing,M,corn,May,5,24,3510,NA,23,NA,34,NA,128,NA,103,NA,6830,NA,8560,NA,NA,28,2018-08-28,240,NA,2019-05-24,144,NA,2019-05-24,144,269,0,-0.22577551657095207,2,non-grass,3.51,den,-0.39086630868701167
95,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Jun,6,18,herbicide,H,corn,Jun,6,18,3180,NA,19,NA,34,NA,39,NA,103,NA,7700,NA,8560,NA,NA,28,2018-08-28,240,NA,2019-06-18,169,NA,2019-06-18,169,294,0,-0.10587986129401256,2,non-grass,3.18,den,-0.5819215454497209
96,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Jun,6,18,roller crimper,M,corn,Jun,6,18,4960,NA,5,NA,20,NA,28,NA,30,NA,7510,NA,5310,NA,NA,28,2018-08-28,240,NA,2019-06-18,169,NA,2019-06-18,169,294,0,0.346643630522196,2,non-grass,4.96,den,-1.3862943611198906
97,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Jun,6,18,mowing,M,corn,Jun,6,18,6470,NA,7,NA,20,NA,6,NA,30,NA,5900,NA,5310,NA,NA,28,2018-08-28,240,NA,2019-06-18,169,NA,2019-06-18,169,294,0,0.10536051565782635,2,non-grass,6.47,den,-1.0498221244986778
98,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Apr,4,30,herbicide,H,corn,Apr,4,30,4680,NA,6,NA,20,NA,21,NA,30,NA,5630,NA,5310,NA,NA,28,2018-08-28,240,NA,2019-04-30,120,NA,2019-04-30,120,245,0,0.05851760689775151,2,non-grass,4.68,den,-1.2039728043259361
99,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Apr,4,30,roller crimper,M,corn,Apr,4,30,4320,NA,17,NA,49,NA,80,NA,647,NA,920,NA,2840,NA,NA,28,2018-08-28,240,NA,2019-04-30,120,NA,2019-04-30,120,245,0,-1.1271856611121658,2,non-grass,4.32,den,-1.0586069540544105
100,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Apr,4,30,mowing,M,corn,Apr,4,30,3750,NA,17,NA,49,NA,231,NA,647,NA,500,NA,2840,NA,NA,28,2018-08-28,240,NA,2019-04-30,120,NA,2019-04-30,120,245,0,-1.73695123273306,2,non-grass,3.75,den,-1.0586069540544105
101,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Apr,4,30,mowing,M,corn,Apr,4,30,2940,NA,33,NA,49,NA,377,NA,647,NA,580,NA,2840,NA,NA,28,2018-08-28,240,NA,2019-04-30,120,NA,2019-04-30,120,245,0,-1.5885312276147867,2,non-grass,2.94,den,-0.3953127366441464
102,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,May,5,16,herbicide,H,corn,May,5,16,1960,NA,46,NA,49,NA,663,NA,647,NA,720,NA,2840,NA,NA,28,2018-08-28,240,NA,2019-05-16,136,NA,2019-05-16,136,261,0,-1.3723081191451507,2,non-grass,1.96,den,-0.06317890162153156
103,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,May,5,16,roller crimper,M,corn,May,5,16,3180,NA,27,NA,34,NA,90,NA,152,NA,3200,NA,4130,NA,NA,28,2018-08-28,240,NA,2019-05-16,136,NA,2019-05-16,136,261,0,-0.25512659716726055,2,non-grass,3.18,den,-0.23052365861183238
104,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,May,5,16,mowing,M,corn,May,5,16,3360,NA,25,NA,34,NA,165,NA,152,NA,3660,NA,4130,NA,NA,28,2018-08-28,240,NA,2019-05-16,136,NA,2019-05-16,136,261,0,-0.12081425955966647,2,non-grass,3.36,den,-0.30748469974796055
105,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,May,5,16,mowing,M,corn,May,5,16,2250,NA,18,NA,34,NA,79,NA,152,NA,3090,NA,4130,NA,NA,28,2018-08-28,240,NA,2019-05-16,136,NA,2019-05-16,136,261,0,-0.29010631606328724,2,non-grass,2.25,den,-0.6359887667199967
106,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Jun,6,5,herbicide,H,corn,May,5,5,3620,NA,19,NA,34,NA,137,NA,152,NA,3910,NA,4130,NA,NA,28,2018-08-28,240,NA,2019-06-05,156,NA,2019-05-05,125,281,-31,-0.054740032975666986,2,non-grass,3.62,den,-0.5819215454497209
107,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Jun,6,5,roller crimper,M,corn,May,5,5,3640,NA,6,NA,2,NA,39,NA,12,NA,2410,NA,3300,NA,NA,28,2018-08-28,240,NA,2019-06-05,156,NA,2019-05-05,125,281,-31,-0.31429572096987085,2,non-grass,3.64,den,1.0986122886681098
108,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Jun,6,5,mowing,M,corn,May,5,5,3290,NA,12,NA,2,NA,147,NA,12,NA,2340,NA,3300,NA,NA,28,2018-08-28,240,NA,2019-06-05,156,NA,2019-05-05,125,281,-31,-0.3437715391028245,2,non-grass,3.29,den,1.791759469228055
109,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Jun,6,5,mowing,M,corn,May,5,5,3130,NA,10,NA,2,NA,71,NA,12,NA,1670,NA,3300,NA,NA,28,2018-08-28,240,NA,2019-06-05,156,NA,2019-05-05,125,281,-31,-0.6810988420437707,2,non-grass,3.13,den,1.6094379124341003
110,9,Hoffman et al. 1993,1993,"Columbus, OH",39.9612,-82.9988,splitplot,4,0.8849,NA,silt loam,NA,hairy vetch,legume,Y,summer,after,summer annual,Aug,8,28,45,drilled,Jun,6,6,herbicide,H,corn,May,5,6,3720,NA,4,NA,2,NA,35,NA,12,NA,2830,NA,3300,NA,NA,28,2018-08-28,240,NA,2019-06-06,157,NA,2019-05-06,126,282,-31,-0.15364575681728831,2,non-grass,3.72,den,0.6931471805599453
111,10,"Mock et al., 2012",2012,"West Lafayette, IN",40.4259,-86.9081,RCBDsplitplot,6,0.8955,3,silt loam,6.3,winter wheat,grass,N,fall,after,winter annual,Oct,10,NA,67,drilled,May,5,1,herbicide,H,corn/soy,May,5,10,NA,NA,149,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,2019-05-01,121,NA,2019-05-10,130,NA,9,NA,3,grass,NA,den,2.80672172860924
112,10,"Mock et al., 2012",2012,"West Lafayette, IN",40.4259,-86.9081,RCBDsplitplot,6,0.8955,3,silt loam,6.3,rye grass,grass,N,fall,after,winter annual,Oct,10,NA,34,broadcast,May,5,2,herbicide,H,corn/soy,May,5,10,NA,NA,332,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,2019-05-02,122,NA,2019-05-10,130,NA,8,NA,3,grass,NA,den,3.607910391580269
113,10,"Mock et al., 2012",2012,"Vincennes, IN",38.6773,-87.5286,RCBDsplitplot,6,0.9642,1,silt loam,6.9,winter wheat,grass,N,fall,after,winter annual,Oct,10,NA,67,drilled,May,5,3,herbicide,H,corn/soy,May,5,10,NA,NA,377,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,2019-05-03,123,NA,2019-05-10,130,NA,7,NA,3,grass,NA,den,1.588439765594327
114,10,"Mock et al., 2012",2012,"Vincennes, IN",38.6773,-87.5286,RCBDsplitplot,6,0.9642,1,silt loam,6.9,rye grass,grass,N,fall,after,winter annual,Oct,10,NA,34,broadcast,May,5,4,herbicide,H,corn/soy,May,5,10,NA,NA,393,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,15,NA,NA,NA,2019-05-04,124,NA,2019-05-10,130,NA,6,NA,3,grass,NA,den,1.6300041900155775
115,11,"Werle et al., 2017",2017,"North Platte, NE",41.132511,-100.763969,RCBD,3,0.4388,NA,silt loam,NA,rye,grass,Y,spring,before,winter annual,Oct,10,17,67,drilled,Apr,4,18,herbicide,H,corn,NA,NA,NA,3766,201,17,5,196,25,10,4,115,11,NA,NA,NA,NA,NA,17,2018-10-17,290,NA,2019-04-18,108,NA,NA,NA,183,NA,NA,1.5,grass,3.766,den,-2.444901315174301
117,12,"Crawford et al., 2018",2018,"Urbana, IL",40.076623,-88.239866,RCBDsplitplot,3,0.9116,3.4,silt loam,5.9,radish,brassica,N,summer,after,summer annual,NA,NA,NA,NA,drilled,NA,NA,NA,winter kill,W,soybean,NA,NA,NA,438,NA,113.4,NA,96,NA,1164,NA,1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,non-grass,0.438,den,0.16657319982581556
118,12,"Crawford et al., 2018",2018,"Urbana, IL",40.076623,-88.239866,RCBDsplitplot,3,0.9116,3.4,silt loam,5.9,canola,brassica,N,summer,after,summer annual,NA,NA,NA,NA,drilled,NA,NA,NA,herbicide,H,soybean,NA,NA,NA,1205,NA,146.2,NA,96,NA,983,NA,1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,non-grass,1.205,den,0.4206273558478418
